,clean_text,Party,Textblob_Sentiments,Emotions
1142,"A solid reminder to vote Liberal. Singh s likeable but I can see why refuses to support him. We need a green transition, we can t just foolishly throw away billions and leave people behind. #elxn43",liberals,-0.2,Negative
1143,"A strong majority Conservative government or a coalition seizing power for themselves? The choice is clearly yours on Oct 21. Choose wisely, your future depends on it. #elxn43 #cdnpoli #polqc #poliqc #OttawaCentre #OttawaSouth #CanadaElection2019",conservatives,0.3083333333333333,Positive
1144,A tight race in this place for sure. #cdnpoli #elxn43,other_election_topics,0.1607142857142857,Positive
1145,Aaaaaarrrgggh #elxn43',unrelated tweets,0.0,Neutral
1146,Aabahaa was Andrew Scheer #elxn43',unrelated tweets,0.0,Neutral
1147,Absolutely...maybe the JWR scandal bears deeper examination as well! #scheerDisaster #cheatersNeverwin #elxn43 #VotingLiberal,unrelated tweets,0.0,Neutral
1148,"According to this article, #Kinsella was on payroll #Cdnpoli #CdnElxn2019 #Elxn43",other_election_topics,0.0,Neutral
1149,"Across the country, Liberal candidates regardless of the riding polling and history are telling people they must vote Liberal to stop a Conservative majority. Despite that a Conservative majority is now pegged at 1% chance. #elxn43'",liberals,0.0,Neutral
1150,"Adam ( ) is one of the hardest working people you ll ever meet. An olympic champion for and all round great guy. Let s get him to Ottawa, team. #elxn43 #GOTV",unrelated tweets,0.3,Positive
1151,Advanced polls open in my area! Check to see if there are any near you for convenient weekend voting. #JUSTVOTE #Election2019 #elxn43,unrelated tweets,0.1666666666666667,Positive
1152,"After careful consideration, I am now able to confirm that I do not intend to vote for the Bloc Qu b cois on Monday. I will not be making further comments as to which party I may or may not support before #elxn43.'",other_parties,0.1333333333333333,Positive
1153,After you check riding-level polls projections to see who might actually win in your riding. #elxn43 #polls #WeOnlyGetToVoteLocally,unrelated tweets,0.8,Positive
1154,"Again, more lies #AndrewScheer! Obviously #Abortion wasn t settled as Harper enabled BB Woodworth s #M312 in 2012!Scheer tried to douse a debate on abortion, same-sex marriage and muddied the waters even more CBC News",unrelated tweets,0.375,Positive
1155,Agreed. #cdnpoli #elxn43 #TrudeauBlackface #TrudeauMustGo,other_election_topics,0.0,Neutral
1156,Ah I love this! your character on #elxn43,unrelated tweets,0.625,Positive
1157,All Canadians should be concerned that some very powerful non- Canadian people in the USA are attempting to influence the outcome of our election. #elxn43 #cdnpoli,other_election_topics,0.39,Positive
1158,All of this GO VOTE! #ChooseForward #elxn43,other_election_topics,0.0,Neutral
1159,"All the major newspapers endorsing the Conservatives Andrew Scheer s Conservatives are the only choice for those who understand that Canada today requires responsible, pragmatic leadership. #cdnpoli #elxn43",conservatives,0.08750000000000001,Positive
1160,All while directing dirty tricks campaign against and writing positive Andrew Scheer items for the Sun. is going to have to investigate. #cdnpoli #elxn43,other_election_topics,-0.1863636363636363,Negative
1161,"Allegedly, Scheer hired Warren Kinsella a Toronto Sun editorial favourite to ""seek and destroy"" a competing political party. If true, absolutely unethical and irredeemably foolish considering Bernier was hardly a competitor. #elxn43 #cdnpoli",other_election_topics,-0.006944444444444457,Negative
1162,"Allegedly, Scheer hired Warren Kinsella a Toronto Sun editorial favourite to ""seek and destroy"" a competing political party. If true, absolutely unethical and irredeemably foolish considering Bernier was hardly a competitor. #elxn43 #cdnpoli",other_election_topics,-0.006944444444444457,Negative
1163,"Allie Rougeot ( ) has something to tell you: ""Everything we love is at stake. If we don\'t stop the climate crisis, truly nothing else will matter."" #Fridaysforfuture #Elxn43 #Cdnpoli #ClimateJustice #ClimateAction",other_election_topics,0.5,Positive
1164,"Along with building 500,000 affordable housing units, the NDP is also proposing a rental subsidy of up to $5,000 for half a million families and individuals. #elxn43 #cdnpoli",ndp,-0.1666666666666667,Negative
1165,Already voted for and I hope the majority of my community does too! #elxn43 #cdnpoli #yeg #yeggriesbach #VoteNDP,ndp,0.0,Neutral
1166,"Alright gang, if we re all gonna vote #NDP we gotta pinky promise here and now we re all gonna go through with it and not let the idea of a split vote freak us out at the last minute. #elxn43 #AnyoneButSheer'",other_election_topics,0.0,Neutral
1167,"Also, WK was working for the Conservatives when he wrote this: #elxn43 #cdnpoli",conservatives,0.0,Neutral
1168,Alta. support grows for Conservatives: poll reports,conservatives,0.0,Neutral
1169,Always interesting deep dive by these folks. #elxn43,unrelated tweets,0.25,Positive
1170,"Am I the one undoing democracy, or is it the five people who made it impossible for me to support any of them? #cdnpoli #elxn43",other_election_topics,-0.6666666666666666,Negative
1171,Amazing team today for doorknocking in #SOWK! #elxn43 #victoryisknocking,unrelated tweets,0.7500000000000001,Positive
1172,"American perspective on chameleon. Scandals missed: Mark Norman, SNC Lavelin deferred, kicking out two strong female MPs, Aga Khan island vacation... #qcpoli #polqc #polcan #CAQ #PLC #Montreal #polmtl #Eletion2019 #elxn43 #MTL #election2019 #cdnelxn2019",other_parties,0.1444444444444444,Positive
1173,An overwhelming positive response from doorknocking in Etobicoke Centre with Great to be joined by Donna Cansfield with 27 years in politics. Looking forward to having as the next MP 4 Etobicoke Centre with #cdnpoli #elxn43,other_election_topics,0.3818181818181818,Positive
1174,"And how many times was Justin Trudeau asked how he will pay for his newly announced, not in his platform $20 billion national pharmacare plan? Don t let a good smear get in the way of discussing actual policy and cost to taxpayers. #elxn43 #TrudeaMustGo",liberals,0.3340909090909091,Positive
1175,And same question to ? Was it so hard to frame the immigration policy properly? How about sustainable immigration or sensible etc. Explaining that the current numbers stress social services and those immigrants are not being supported as they should. FFS #elxn43',unrelated tweets,-0.05166666666666667,Negative
1176,"And that s the last big one. #engagedcitizens #initforyou #elxn43 #ndp #jagmeetsingh Calgary, Alberta",ndp,0.0,Neutral
1177,And the next group of election day #GOTV volunteers for ready to turn Toronto-Danforth orange on election day! #elxn43 #cdnpoli #tordan #UpRiSingh #VoteNDP,ndp,0.125,Positive
1178,And this man may soon be our next PM? Shameful disgusting. #AndrewScheer the #CPC have now shown they lack any moral authority are completely lacking in ethical standards of any sort. #cdnpoli #elxn43 #canadavotes2019 #CanadaElection2019 #Canada,conservatives,-0.14,Negative
1179,And yet here you are...talking about #cdnpoli #elxn43,other_election_topics,0.0,Neutral
1180,And your credibility just flew out the window! #elxn43 #cdnpoli #NeverScheer,other_election_topics,0.0,Neutral
1181,Andrew Scheer ffs what a disgrace #elxn43 #canpoli,unrelated tweets,0.0,Neutral
1182,Andrew Scheer and Hamish Marshall hired a political mercenary to take out the man who beat them on 12 of 13 ballots in the Conservative leadership. #elxn43 #cdnpoli,conservatives,0.0,Neutral
1183,Andrew Scheer campaign bringing it home... #elxn43 #cdnpoli,other_election_topics,0.0,Neutral
1184,Andrew Scheer is pitching voters on an unapologetically right-wing agenda of service cuts and tax breaks for the wealthy. He waited until the Friday of the Thanksgiving long weekend to inform people of his plans to cut $53 billion from the Federal budget. #cdnpoli #elxn43',other_election_topics,0.225,Positive
1185,"Andrew Scheer loves being called Stephen Harper with a smile. When someone tells you who they are, believe them. #Elxn43 #Cdnpoli",other_election_topics,0.3,Positive
1186,"Andrew Scheer suffers from ""insecure hydration"". Every time he lies or is asked a question he\'s uncomfortable answering because he\'s hiding something, he grabs his water glass. It\'s a major tell with him lately he\'s been really, really thirsty. #cdnpoli #elxn43 #NeverScheer'",other_election_topics,-0.2729166666666667,Negative
1187,Andrew Scheer wants to win back trust of Saudi Arabia. #elxn43 #cdnpoli,other_election_topics,0.3333333333333333,Positive
1188,"Andrew Scheer, like all Conservatives cannot win without cheating. #cdnpoli #cdnmedia #elxn43 #ItsOurVote #ChooseForward #ChooseForwardWithTrudeau #ChoisirDAvancer",conservatives,0.8,Positive
1189,Andrew Scheers party just committed at crime.Interference of an elections. No different then what Donald Trump did. This is pure corruption.,unrelated tweets,0.1071428571428571,Positive
1190,"Andy s Recipe For Success Pat-a-cake, pat-a-cake My Con man Bake me a fake cake as fast as you can Prick it and pat it and top it with a L-I-E And put it in the oven for Hamish and I #cdnpoli #elxn43 #dirtypolitics'",other_election_topics,0.125,Positive
1191,"Angry that #GretaThunberg interfered in Canadian politics, just days before our federal election? SIGN the PETITION at",unrelated tweets,-0.5,Negative
1192,Anne Moreau created a voter guide to inform young Black women ahead of #elxn43. Wrote about it (en fran ais) also spoke to for this story.,unrelated tweets,-0.03333333333333333,Negative
1193,Another #ScheerLies. #elxn43. #cdnpoli,other_election_topics,0.0,Neutral
1194,Another beautiful autumn day and I am not going to let political sniping ruin it. #elxn43 #twomoresleeps,unrelated tweets,0.425,Positive
1195,Another busy day with South Asian media. Going live on 1320AM with host Kuldip Deepak on Punjab di Goonj to discuss #elxn43',unrelated tweets,0.07878787878787878,Positive
1196,Another endorsement that the can only dream of! #Elxn43 #CDNPoli,other_election_topics,0.0,Neutral
1197,Another great endorsement for our Prime Minister ! #cdnpoli #polcan #elxn43 #Canada #Vote,other_election_topics,1.0,Positive
1198,Another poll. #elxn43,unrelated tweets,0.0,Neutral
1199,Another wow! The turnouts to see the PM in these Tory ridings is just amazing! #Somethingshappening #ChooseForward #elxn43,unrelated tweets,0.4375000000000001,Positive
1200,Anxious #AndrewScheer isn t at all threatened by the far-right PPC #cdnpoli #polcan #elxn43 #ItsOurVote,other_parties,-0.25,Negative
1201,Any NDP voters holding out on helping AvK fire Lisa Raitt in Milton... does this help? #cdnpoli #elxn43,ndp,0.0,Neutral
1202,Anybody else feeling a little nervous? #cdnpoli #elxn43,other_election_topics,-0.1875,Negative
1203,Anyone else able to read through this tweet without feeling nauseous? #TriggerChange #cdnpoli #elxn43 #CPC19 #CPC #cpc2019,conservatives,0.5,Positive
1204,"Anyone else scared Monday night, Sheer will unsip his mask(like in Scooby doo) and it is really Harper under the mask? #elxn43'",unrelated tweets,0.1,Positive
1205,Anyone know who made this site and paid for a promoted tweet? #elxn43,unrelated tweets,0.0,Neutral
1206,"Anyways. Don t believe the trolls their dirty, filthy mouths. Get out vote. #elxn43 #ChooseForward",other_election_topics,-0.7,Negative
